Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
12,4194432.0,8.32,8.32,26528.0,4202496.0,2.12,8982080.0,9.08,28566.98,1076861485.28,0.0,0.0,0.0,0.0,1114112.0,0.0,256.0,0.0,0.0,0.0,1.03
13,33556608.0,62.63,62.63,28192.0,33587424.0,17.43,68179136.0,60.24,30145.93,1069307815.19,0.0,0.0,0.0,0.0,13074432.0,0.0,1024.0,0.0,0.0,0.0,30.2
14,16777344.0,33.59,15.71,54304.0,142814656.0,33.59,34572288.0,18.33,60379.06,1111871235.19,0.0,0.0,0.0,0.0,4585984.0,878080.0,0.0,0.0,0.0,0.0,22.8
15,573568.0,4.35,4.08,8128.0,582272.0,1.7,1686944.0,4.84,7926.07,975156751.24,0.0,0.0,0.0,0.0,274432.0,0.0,512.0,0.0,0.0,0.0,3.13
16,276608.0,1.95,1.48,10016.0,860320.0,1.77,1004768.0,3.01,10595.24,1057831543.6,0.0,0.0,0.0,0.0,254080.0,1294720.0,0.0,0.0,0.0,0.0,14.64
17,16777344.0,47.57,47.57,19296.0,16793568.0,13.23,34444128.0,46.12,19763.57,1024231658.07,0.0,0.0,0.0,0.0,6537216.0,0.0,512.0,0.0,0.0,0.0,23.91
18,4096128.0,15.59,14.9,14720.0,6748352.0,15.59,9576928.0,18.97,15287.85,1038576892.11,0.0,0.0,0.0,0.0,5611520.0,0.0,40960.0,0.0,0.0,0.0,54.32
19,134838272.0,25.49,21.84,304096.0,1214096960.0,25.49,273917376.0,25.08,349529.04,1149403599.64,0.0,0.0,0.0,0.0,41017344.0,21962752.0,0.0,0.0,0.0,0.0,54.94
20,327808.0,1.3,1.3,13248.0,1331200.0,0.85,882528.0,1.57,14263.94,1076686627.75,0.0,0.0,0.0,0.0,121920.0,280000.0,0.0,0.0,0.0,0.0,2.6
21,8601856.0,16.11,16.11,27552.0,8372128.0,4.12,17814176.0,17.61,30217.98,1096761813.35,0.0,0.0,0.0,0.0,2281472.0,0.0,512.0,0.0,0.0,0.0,2.0
22,418391296.0,50.88,20.85,987488.0,3404862656.0,50.88,838659360.0,25.33,1136230.52,1150627165.61,0.0,0.0,0.0,0.0,108044288.0,11067392.0,0.0,0.0,0.0,0.0,45.48
23,8257664.0,15.95,15.95,26720.0,8273920.0,4.07,17202464.0,17.16,29349.94,1098426064.54,0.0,0.0,0.0,0.0,2195456.0,0.0,512.0,0.0,0.0,0.0,2.02
24,19269760.0,45.96,45.96,22112.0,19640800.0,13.79,39708544.0,45.56,23535.61,1064381833.9,0.0,0.0,0.0,0.0,7160320.0,0.0,512.0,0.0,0.0,0.0,21.66
25,295040.0,6.75,2.36,8192.0,1474560.0,2.93,2330016.0,6.75,7064.74,862395109.95,0.0,0.0,0.0,0.0,294912.0,0.0,73728.0,0.0,0.0,0.0,4.37
26,12845184.0,28.9,28.9,23072.0,12877824.0,7.4,26472544.0,30.41,25124.98,1088981513.59,0.0,0.0,0.0,0.0,3473408.0,0.0,1024.0,0.0,0.0,0.0,4.05
27,1945728.0,8.72,8.72,12224.0,1990080.0,2.24,4517024.0,10.04,12560.13,1027497515.51,0.0,0.0,0.0,0.0,617472.0,0.0,512.0,0.0,0.0,0.0,2.59
28,4194560.0,19.22,19.22,11872.0,4227072.0,4.94,9117952.0,21.13,12292.65,1035431953.18,0.0,0.0,0.0,0.0,1310720.0,0.0,1024.0,0.0,0.0,0.0,4.98
29,3145984.0,16.87,16.87,10368.0,3178496.0,4.33,6947392.0,18.34,10504.63,1013178012.12,0.0,0.0,0.0,0.0,1048576.0,0.0,1024.0,0.0,0.0,0.0,5.38
30,262272.0,2.36,1.95,7360.0,589824.0,2.3,877600.0,3.51,7619.04,1035195249.6,0.0,0.0,0.0,0.0,251904.0,1304576.0,0.0,0.0,0.0,0.0,22.54
31,16777472.0,31.36,31.36,27904.0,16809984.0,8.04,34412448.0,32.81,30191.19,1081966212.2,0.0,0.0,0.0,0.0,4456448.0,0.0,1024.0,0.0,0.0,0.0,3.91
32,4817152.0,11.36,11.36,22240.0,4829184.0,2.9,10274848.0,12.44,24034.3,1080678790.3,0.0,0.0,0.0,0.0,1302528.0,0.0,384.0,0.0,0.0,0.0,1.59
33,4194432.0,12.34,5.45,38528.0,28801920.0,12.34,9716160.0,8.45,43484.72,1128652466.32,0.0,0.0,0.0,0.0,2117632.0,5533696.0,0.0,0.0,0.0,0.0,54.48
34,19270016.0,27.71,27.71,35232.0,176712256.0,24.62,40561600.0,31.19,39215.85,1113074814.14,0.0,0.0,0.0,0.0,5910528.0,2609152.0,0.0,0.0,0.0,0.0,42.37
35,491648.0,1.8,1.66,15424.0,1106560.0,0.97,1476320.0,2.6,16832.74,1091334332.26,0.0,0.0,0.0,0.0,325120.0,1415680.0,0.0,0.0,0.0,0.0,5.83
36,117973760.0,71.17,71.17,82048.0,114960128.0,18.21,237186080.0,69.66,93707.83,1142109903.15,0.0,0.0,0.0,0.0,31588352.0,0.0,8192.0,0.0,0.0,0.0,9.34
37,1204352.0,7.79,7.79,9024.0,1668448.0,7.47,3192448.0,9.86,8662.37,959925794.59,0.0,0.0,0.0,0.0,1873920.0,0.0,6144.0,0.0,0.0,0.0,32.28
38,67641344.0,16.11,5.46,608000.0,545322976.0,16.11,135916992.0,6.87,702178.3,1154898513.65,0.0,0.0,0.0,0.0,17089792.0,345856.0,0.0,0.0,0.0,0.0,9.56
39,6758656.0,15.19,15.19,23136.0,6795680.0,3.89,14149216.0,16.6,25156.72,1087341036.58,0.0,0.0,0.0,0.0,1820672.0,0.0,512.0,0.0,0.0,0.0,2.07
40,13107456.0,40.7,40.7,17568.0,12792768.0,14.99,27447040.0,41.24,18070.96,1028629494.7,0.0,0.0,0.0,0.0,7471104.0,0.0,16384.0,0.0,0.0,0.0,38.24
41,505984.0,3.89,3.52,8352.0,549440.0,1.6,1547776.0,4.07,8147.37,975499325.95,0.0,0.0,0.0,0.0,257536.0,0.0,512.0,0.0,0.0,0.0,3.24
42,2359424.0,4.64,2.27,52544.0,18883712.0,4.64,4936608.0,2.5,58931.33,1121561611.86,0.0,0.0,0.0,0.0,602000.0,85232.0,0.0,0.0,0.0,0.0,0.8
43,67418624.0,48.93,23.8,139776.0,589432288.0,48.93,136801696.0,25.55,160264.46,1146580693.13,0.0,0.0,0.0,0.0,20946944.0,14049280.0,0.0,0.0,0.0,0.0,62.56
44,2097280.0,10.26,4.76,23136.0,16843232.0,10.26,4687360.0,6.11,24916.87,1076973995.95,0.0,0.0,0.0,0.0,636928.0,788480.0,0.0,0.0,0.0,0.0,23.76
45,200832.0,2.92,1.66,7360.0,279296.0,1.76,975872.0,2.92,6876.89,934359903.38,0.0,0.0,0.0,0.0,312320.0,0.0,1024.0,0.0,0.0,0.0,6.91
46,268480896.0,89.78,89.78,150080.0,268698400.0,24.97,538201856.0,84.18,169151.96,1127078644.48,0.0,0.0,0.0,0.0,104595456.0,0.0,8192.0,0.0,0.0,0.0,41.61
