,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,Bandwidth,bw_ratio
36,8.204799708114674e-05,0.0,0.0,0.0,0.0,8192.0,31588352.0,0.0,0.0,0.0,0.0,71.17,117973760.0,237186080.0,114960128.0,31596544.0,0.0,31596544.0,0.26782687946879036,0.13321415826763527,0.27484784985625627,358.6507380299352,0.0,1339.1140528586434,86.11665934782272
37,9.02399961415751e-06,0.0,0.0,0.0,0.0,6144.0,1873920.0,0.0,0.0,0.0,0.0,7.79,1204352.0,3192448.0,1668448.0,1880064.0,0.0,1880064.0,1.5610585609522798,0.5889098271921736,1.126834039778285,194.03214979917144,0.0,124.29524084016911,7.993263076538207
38,0.0006080000032044,0.0,0.0,0.0,345856.0,0.0,17089792.0,0.0,0.0,0.0,0.0,16.11,67641344.0,135916992.0,545322976.0,17781504.0,0.0,17781504.0,0.26287922368899114,0.1308262030990209,0.03260728922597239,27.237361839697414,0.0,103.61169459295714,6.6631314850776295
39,2.313599795619332e-05,0.0,0.0,0.0,0.0,512.0,1820672.0,0.0,0.0,0.0,0.0,15.19,6758656.0,14149216.0,6795680.0,1821184.0,0.0,1821184.0,0.2694594901708269,0.12871271454192232,0.2679914298495515,73.31042192085259,0.0,272.0647243649746,17.496123753374572
40,1.7567997119575496e-05,0.0,0.0,0.0,0.0,16384.0,7471104.0,0.0,0.0,0.0,0.0,40.7,13107456.0,27447040.0,12792768.0,7487488.0,0.0,7487488.0,0.5712388429913479,0.2727976495826144,0.5852906892394203,396.93008566084046,0.0,694.8583600902863,44.68542508619204
41,8.351999620364269e-06,0.0,0.0,0.0,0.0,512.0,257536.0,0.0,0.0,0.0,0.0,3.89,505984.0,1547776.0,549440.0,258048.0,0.0,258048.0,0.5099924108272198,0.1667217995368839,0.46965637740244615,28.774657406401232,0.0,56.42173647197623,3.628407490159243
42,5.254399702774079e-05,0.0,0.0,0.0,85232.0,0.0,602000.0,0.0,0.0,0.0,0.0,4.64,2359424.0,4936608.0,18883712.0,772464.0,0.0,772464.0,0.32739516085281833,0.1564766738618906,0.040906364172467784,13.691633715987656,0.0,41.819902531005276,2.689382799421561
43,0.0001397759974158,0.0,0.0,0.0,14049280.0,0.0,20946944.0,0.0,0.0,0.0,0.0,48.93,67418624.0,136801696.0,589432288.0,49045504.0,0.0,49045504.0,0.7274770840769459,0.35851532133051917,0.08320803762959114,326.7884751536782,0.0,449.20793012789045,28.88796978314408
44,2.3135999656167e-05,0.0,0.0,0.0,788480.0,0.0,636928.0,0.0,0.0,0.0,0.0,10.26,2097280.0,4687360.0,16843232.0,2213888.0,0.0,2213888.0,1.0555996338114129,0.47231021299836157,0.1314408066100378,89.11842594710271,0.0,84.42445705037453,5.429225533786143
45,7.360001189181167e-06,0.0,0.0,0.0,0.0,1024.0,312320.0,0.0,0.0,0.0,0.0,2.92,200832.0,975872.0,279296.0,313344.0,0.0,313344.0,1.560229445506692,0.3210912906610703,1.1219065077910173,39.650039900710844,0.0,25.412954495185993,1.634273600976591
46,0.0001500799973705,0.0,0.0,0.0,0.0,8192.0,104595456.0,0.0,0.0,0.0,0.0,89.78,268480896.0,538201856.0,268698400.0,104603648.0,0.0,104603648.0,0.3896130024834244,0.19435765007841221,0.3892976214223829,649.1187398480075,0.0,1666.0602590531448,107.14213884586141
47,8.672003212798221e-06,0.0,0.0,0.0,0.0,4096.0,1249280.0,0.0,0.0,0.0,0.0,5.84,803072.0,2284128.0,1113472.0,1253376.0,0.0,1253376.0,1.5607268090532356,0.5487328205774807,1.1256466260489713,134.60527338810738,0.0,86.24524971782941,5.546318309828258
48,2.7935998653817914e-05,0.0,0.0,0.0,0.0,1024.0,4456448.0,0.0,0.0,0.0,0.0,30.88,16777344.0,34383360.0,16809984.0,4457472.0,0.0,4457472.0,0.2656840081481312,0.12964038418583873,0.26516812865497075,148.60196518333726,0.0,559.3184408016185,35.96903156280505
49,2.3775998975096684e-05,0.0,0.0,0.0,0.0,1024.0,3559424.0,0.0,0.0,0.0,0.0,28.93,13189248.0,27220096.0,13278304.0,3560448.0,0.0,3560448.0,0.2699507962849739,0.13080218379832312,0.26814026851622014,139.4652481949414,0.0,516.6321052363731,33.22392959719441
50,9.088000683186226e-06,0.0,0.0,0.0,1304576.0,0.0,448512.0,0.0,0.0,0.0,0.0,4.17,640128.0,1733888.0,3861888.0,3057664.0,0.0,3057664.0,4.776644671065787,1.763472611841134,0.7917536707434292,313.34411253484603,0.0,65.5992090918773,4.218598655426193
51,9.02400187471199e-06,0.0,0.0,0.0,0.0,1024.0,786432.0,0.0,0.0,0.0,0.0,13.24,2097280.0,4783584.0,2129920.0,787456.0,0.0,787456.0,0.37546536466280134,0.16461632115167205,0.3697115384615385,81.26943671981591,0.0,216.44988957317682,13.919607046506549
52,1.3472003295262364e-05,0.0,0.0,0.0,0.0,16384.0,4980736.0,0.0,0.0,0.0,0.0,12.87,3145856.0,7361600.0,3621312.0,4997120.0,0.0,4997120.0,1.5884770313707939,0.6788089545750924,1.3799197638866798,345.4520134877881,0.0,217.47372273282193,13.98544840725543
53,1.4847998908264012e-05,0.0,0.0,0.0,0.0,384.0,4902912.0,0.0,0.0,0.0,0.0,46.55,12583040.0,26044256.0,12595200.0,4903296.0,0.0,4903296.0,0.38967499109913023,0.1882678468526803,0.38929878048780486,307.55324559460695,0.0,789.2557968041829,50.75599979448121
