,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value
Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
ID,,,,,,,,,,,,,,,,,,,,,
2500,71968512.0,29.56,20.36,175552.0,245593344.0,20.58,222258816.0,33.06,199818.61,1138230331.25,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.68
2501,72095872.0,29.68,20.39,183296.0,245628288.0,20.63,220259232.0,33.07,199716.56,1089584909.41,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.69
2502,60706560.0,22.8,20.45,155104.0,196448832.0,18.03,179505600.0,28.36,167815.11,1081952181.19,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.33
2503,60656384.0,22.91,20.53,153312.0,196444320.0,18.1,179904992.0,28.57,166978.93,1089144528.32,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.49
2504,60701824.0,23.01,20.66,155584.0,196455648.0,18.16,179363360.0,28.59,166116.0,1067693336.08,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.65
2505,60663680.0,22.89,20.51,154176.0,196429120.0,18.08,179438496.0,28.51,167127.11,1084002121.67,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.46
2506,619523712.0,24.97,24.97,1233984.0,1532747296.0,16.63,1390042848.0,26.64,1404282.46,1138007026.8,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.1
2507,619572992.0,24.78,24.78,1236000.0,1532765312.0,16.49,1389928576.0,26.4,1415171.13,1144960460.87,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,19.95
2508,619548928.0,25.0,25.0,1230400.0,1532732768.0,16.64,1389662816.0,26.65,1402609.2,1139961966.6,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.13
2509,619577728.0,24.99,24.99,1236032.0,1532732800.0,16.63,1389617856.0,26.6,1403575.26,1135549289.39,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.11
2510,71980288.0,29.53,20.31,182176.0,245572000.0,20.56,220240064.0,32.86,200220.39,1099049210.04,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.62
2511,72111232.0,29.69,20.42,174816.0,245646048.0,20.62,222136480.0,32.9,199661.83,1142125625.42,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.7
2512,71994240.0,29.53,20.33,182752.0,245628672.0,20.55,220549984.0,32.86,200149.26,1095195999.27,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.63
2513,72119296.0,29.66,20.45,181728.0,245597664.0,20.56,220224096.0,33.05,199435.11,1097437440.08,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.73
2514,60665088.0,22.98,20.62,153536.0,196440448.0,18.18,179790752.0,28.58,166296.61,1083111525.06,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.62
2515,60685440.0,22.89,20.51,154656.0,196453376.0,18.06,179590304.0,28.52,167229.26,1081298231.3,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.44
2516,60696192.0,22.88,20.55,154432.0,196469024.0,18.11,179583008.0,28.48,166932.28,1080943572.43,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.5
2517,60667648.0,22.85,20.5,153632.0,196452544.0,18.03,179527552.0,28.43,167330.78,1089166174.87,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.42
2518,619599616.0,25.05,25.05,1235808.0,1532767200.0,16.67,1389898784.0,26.68,1400127.89,1132965548.77,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.16
2519,619493248.0,24.87,24.87,1229664.0,1532747680.0,16.56,1389437184.0,26.52,1409682.7,1146396660.96,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.03
2520,619580800.0,25.01,25.01,1230272.0,1532744576.0,16.64,1389285248.0,26.65,1402040.15,1139618026.05,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.13
2521,619592832.0,24.89,24.89,1214688.0,1532768416.0,16.57,1389147936.0,26.52,1409140.91,1160084653.35,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.03
2522,71979392.0,29.65,20.41,175584.0,245625504.0,20.6,222335040.0,33.2,199254.07,1134807693.61,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.76
2523,72153984.0,29.72,20.46,182720.0,245593344.0,20.63,219500160.0,33.04,199210.26,1090248791.92,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.77
2524,72025600.0,29.37,20.24,183680.0,245594144.0,20.43,219817920.0,33.0,201106.63,1094874943.54,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.49
2525,72118144.0,29.76,20.5,182848.0,245575712.0,20.62,220142048.0,33.08,198836.02,1087438848.22,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.82
2526,128.0,21.65,0.0,6304.0,3145728.0,16.08,5648608.0,28.91,6307.31,1000525827.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
2527,602112.0,0.72,0.03,954368.0,75798688.0,0.67,37769984.0,0.72,1080571.59,1132237871.13,0.0,0.0,0.0,0.0,10240.0,11819008.0,3938304.0,0.0,0.0,0.0,0.63
2528,526080.0,0.88,0.09,315072.0,6291456.0,0.23,14660768.0,0.88,343441.7,1090041970.42,0.0,0.0,0.0,0.0,4096.0,1572864.0,1574912.0,0.0,0.0,0.0,0.27
2529,2097152.0,1.64,0.32,332096.0,29360128.0,0.87,29153376.0,1.8,366048.13,1102235888.51,0.0,0.0,0.0,0.0,16384.0,6291456.0,6299648.0,0.0,0.0,0.0,1.0
2530,22150528.0,5.02,3.25,358304.0,125583200.0,3.36,94191744.0,7.06,386531.37,1078780505.86,0.0,0.0,0.0,0.0,65536.0,25165824.0,25198592.0,0.0,0.0,0.0,3.78
2531,148331008.0,18.51,18.51,408640.0,518616512.0,11.51,392425888.0,24.68,453832.78,1110593132.78,0.0,0.0,0.0,0.0,262144.0,100663296.0,100794368.0,0.0,0.0,0.0,12.88
2532,375514752.0,25.51,25.51,723424.0,1232782784.0,14.78,1006194368.0,32.43,833180.22,1151717695.6,0.0,0.0,0.0,0.0,1572864.0,236453888.0,235929600.0,0.0,0.0,0.0,17.08
2533,375817088.0,25.58,25.58,722944.0,1232889024.0,14.81,1004863488.0,32.5,831772.26,1150534839.85,0.0,0.0,0.0,0.0,1572864.0,236453888.0,235929600.0,0.0,0.0,0.0,17.11
2534,1945728.0,26.1,5.53,20864.0,14634176.0,18.24,20004096.0,37.89,19713.85,944874034.31,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,35.62
2535,20117376.0,27.26,20.04,56256.0,50471616.0,17.82,75011840.0,44.42,56621.63,1006499389.04,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,41.47
2536,136565376.0,36.08,36.08,195008.0,185353952.0,18.48,314346080.0,44.18,214109.28,1097951252.14,0.0,0.0,0.0,0.0,0.0,0.0,15564800.0,0.0,0.0,0.0,43.76
2537,2099456.0,29.98,5.86,21376.0,16661952.0,20.9,22225696.0,40.15,20108.74,940715790.64,0.0,0.0,0.0,0.0,0.0,0.0,1049600.0,0.0,0.0,0.0,34.92
2538,23411584.0,32.03,20.95,56736.0,62350048.0,22.22,92847648.0,46.88,63094.98,1112080186.86,0.0,0.0,0.0,0.0,0.0,0.0,4198400.0,0.0,0.0,0.0,43.51
2539,148794496.0,37.15,37.15,204000.0,218093568.0,18.79,341247712.0,45.83,226478.13,1110186909.95,0.0,0.0,0.0,0.0,0.0,0.0,16793600.0,0.0,0.0,0.0,44.88
2540,1945856.0,33.76,6.36,18560.0,15672608.0,23.6,21606976.0,46.76,17102.13,921450949.87,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,39.87
2541,20263296.0,35.88,21.32,53056.0,58932320.0,24.83,82408928.0,53.43,53547.69,1009267287.12,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,50.27
2542,136948352.0,37.52,37.52,186592.0,202565408.0,19.33,320218080.0,48.25,206435.35,1106346209.12,0.0,0.0,0.0,0.0,0.0,0.0,15564800.0,0.0,0.0,0.0,46.2
2543,262144.0,0.84,0.08,157280.0,3145728.0,0.25,7249664.0,0.84,178147.69,1132678568.06,0.0,0.0,0.0,0.0,6144.0,788480.0,786432.0,0.0,0.0,0.0,0.27
2544,1052672.0,1.6,0.32,170944.0,14680064.0,0.85,14574976.0,1.76,187521.7,1096977394.37,0.0,0.0,0.0,0.0,24576.0,3153920.0,3145728.0,0.0,0.0,0.0,1.02
2545,196608.0,10.41,0.76,14720.0,9037824.0,8.44,6624096.0,15.16,14523.41,986644524.96,0.0,0.0,0.0,0.0,393216.0,2490368.0,2359296.0,0.0,0.0,0.0,28.61
2546,196608.0,10.29,0.76,15040.0,9036448.0,8.39,6613408.0,14.96,14577.2,969228969.66,0.0,0.0,0.0,0.0,393216.0,2490368.0,2359296.0,0.0,0.0,0.0,28.5
2547,60658176.0,22.96,20.58,154336.0,196453920.0,18.13,179469280.0,28.61,166583.09,1079353440.5,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.57
2548,60729856.0,22.88,20.53,153664.0,196451776.0,18.06,179387392.0,28.54,167133.52,1087655654.67,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.46
2549,71974272.0,29.6,20.43,182016.0,245594752.0,20.67,220420192.0,33.15,199157.46,1094175583.26,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.78
2550,72132992.0,29.31,20.24,183104.0,245575072.0,20.37,219765408.0,32.85,201495.2,1100441299.5,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.43
2551,60666240.0,23.1,20.7,154656.0,196443904.0,18.25,179431008.0,28.73,165697.43,1071393453.38,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.73
2552,60680576.0,22.82,20.45,153568.0,196445760.0,18.02,179211872.0,28.36,167706.94,1092069600.73,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.35
2553,71989504.0,29.35,20.24,182336.0,245634304.0,20.45,220119328.0,33.0,201014.04,1102437461.81,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.5
2554,72170368.0,29.51,20.3,183616.0,245579904.0,20.49,220971744.0,32.79,200924.3,1094263551.63,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.51
2555,60667648.0,23.05,20.67,146144.0,196455552.0,18.22,182269344.0,28.7,165960.52,1135595840.53,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.68
2556,60701568.0,22.98,20.6,154624.0,196458944.0,18.19,179675360.0,28.65,166502.37,1076821000.43,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.58
2557,60676224.0,23.03,20.67,154304.0,196441248.0,18.21,179731904.0,28.66,165973.37,1075625844.89,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.68
2558,60679552.0,22.99,20.63,154656.0,196436512.0,18.17,179615008.0,28.58,166207.02,1074688460.32,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.64
2559,619577088.0,25.02,25.02,1214304.0,1532745056.0,16.66,1389574656.0,26.67,1401512.67,1154169521.53,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.14
2560,619517440.0,24.77,24.77,1250272.0,1532746400.0,16.49,1389931232.0,26.41,1415387.52,1132063677.76,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,19.95
2561,69309952.0,19.52,19.34,185184.0,214590592.0,16.32,188632768.0,26.01,202674.24,1094447904.47,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.47
2562,69292544.0,19.78,19.59,183232.0,214597920.0,16.55,188732416.0,26.36,199968.98,1091343114.09,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.8
2563,69316608.0,19.64,19.47,183712.0,214588896.0,16.41,189100928.0,26.17,201423.07,1096406734.86,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.62
2564,69275520.0,19.95,19.75,182560.0,214589408.0,16.67,188630784.0,26.6,198296.5,1086199057.84,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,25.01
2565,619571584.0,24.94,24.94,1242496.0,1532769728.0,16.6,1389556864.0,26.6,1406134.83,1131701698.3,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.08
2566,619622912.0,25.0,25.0,1220128.0,1532751360.0,16.64,1357551552.0,26.65,1402734.31,1149661605.02,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.12
2567,72029952.0,29.56,20.35,183360.0,245532448.0,20.53,220034336.0,33.21,200004.94,1090777402.07,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.65
2568,72092800.0,29.34,20.26,181568.0,245574560.0,20.46,219641312.0,32.87,201151.57,1107858070.11,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.48
2569,71985536.0,29.57,20.33,183936.0,245589728.0,20.54,220115104.0,32.92,200212.24,1088488608.76,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.62
2570,72153344.0,29.67,20.45,182752.0,245630016.0,20.64,219923264.0,33.06,199409.8,1091149734.59,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.74
2571,60686208.0,23.18,20.74,154208.0,196458912.0,18.28,179295168.0,28.77,165403.3,1072598673.85,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.79
2572,60685696.0,23.06,20.7,154432.0,196452320.0,18.2,179531488.0,28.72,165788.35,1073536260.96,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.72
2573,60684416.0,23.08,20.7,154400.0,196449984.0,18.24,179509760.0,28.69,165672.57,1073008899.44,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.74
2574,60680704.0,23.1,20.72,154976.0,196457632.0,18.23,179424544.0,28.77,165495.33,1067877176.68,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.77
2575,619575808.0,25.22,25.22,1213408.0,1532768544.0,16.79,1388704576.0,26.86,1390411.07,1145872677.68,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.3
2576,619494656.0,25.46,25.46,1247904.0,1532744960.0,16.95,1390442432.0,27.14,1377112.89,1103540728.2,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.5
2577,69285632.0,19.72,19.53,174688.0,214582400.0,16.49,190552640.0,26.27,200553.31,1148065779.07,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.72
2578,69267200.0,19.84,19.66,183360.0,214580128.0,16.59,188644320.0,26.4,199274.7,1086794850.04,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.88
2579,69317760.0,19.82,19.65,182656.0,214588672.0,16.57,188764928.0,26.41,199537.26,1092421049.73,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.85
2580,69289216.0,19.83,19.67,183072.0,214594592.0,16.56,188626624.0,26.38,199296.24,1088622185.48,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.88
2581,619584384.0,25.09,25.09,1237344.0,1532749440.0,16.7,1390114880.0,26.71,1397771.8,1129654967.65,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.2
2582,619544960.0,24.89,24.89,1238144.0,1532757920.0,16.56,1389330784.0,26.52,1409378.22,1138299117.25,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.03
2583,72002176.0,29.51,20.37,183680.0,245547488.0,20.59,220526528.0,32.96,199879.52,1088194242.81,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.67
2584,72119680.0,29.52,20.39,182464.0,245549120.0,20.58,219917344.0,32.94,199896.89,1095541525.39,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.67
2585,72004352.0,29.54,20.33,182656.0,245653120.0,20.52,220520864.0,32.87,200214.04,1096126253.93,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.62
2586,72109440.0,29.66,20.43,184064.0,245537056.0,20.61,220549344.0,33.03,199504.41,1083886079.88,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.72
2587,619499008.0,25.52,25.52,1230272.0,1532769408.0,16.98,1389340704.0,27.19,1374398.3,1117149944.32,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.54
2588,619573888.0,24.9,24.9,1215200.0,1532758592.0,16.58,1357429696.0,26.53,1408105.52,1158743843.42,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.05
2589,180895232.0,29.05,25.97,351712.0,629254688.0,16.39,555929248.0,35.8,394194.13,1120786693.74,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.52
2590,180861952.0,29.29,26.08,351328.0,629300672.0,16.46,557833504.0,35.31,392278.63,1116559538.75,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.64
2591,180788992.0,29.13,26.02,351936.0,629324256.0,16.43,555971776.0,35.74,393112.41,1116999702.81,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.59
2592,180880384.0,29.14,26.03,350816.0,629287744.0,16.42,556353120.0,35.14,393174.06,1120741515.65,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.59
2593,180817792.0,28.83,25.91,343136.0,629340192.0,16.35,552517952.0,35.04,394874.52,1150781376.83,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.48
2594,180912000.0,29.25,26.09,352160.0,629342816.0,16.47,557229504.0,35.28,392407.11,1114286435.46,0.0,0.0,0.0,0.0,3145728.0,120586240.0,119537664.0,0.0,0.0,0.0,25.64
2595,4195584.0,31.76,9.77,25472.0,25165824.0,22.23,37383296.0,49.85,24186.09,949516826.03,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,47.05
2596,63994880.0,39.94,39.94,84288.0,100663296.0,23.32,163931456.0,52.8,90492.81,1073614450.63,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,50.04
2597,63866752.0,39.83,39.83,84640.0,100663296.0,23.3,164243392.0,52.95,90597.24,1070383279.07,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,49.98
2598,1142912.0,25.78,5.09,13760.0,8915808.0,18.13,12010912.0,35.47,12550.02,912065299.31,0.0,0.0,0.0,0.0,0.0,0.0,571392.0,0.0,0.0,0.0,26.73
2599,4934016.0,38.99,10.03,30144.0,33074176.0,26.97,44624960.0,56.71,27656.85,917491104.43,0.0,0.0,0.0,0.0,0.0,0.0,2285568.0,0.0,0.0,0.0,46.24
2600,72374144.0,39.37,39.37,96256.0,118218240.0,22.32,183740608.0,54.33,103901.2,1079425736.62,0.0,0.0,0.0,0.0,0.0,0.0,9142272.0,0.0,0.0,0.0,49.02
2601,2090112.0,26.17,5.34,23648.0,16075840.0,18.18,21451168.0,36.95,21932.06,927438073.22,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,0.0,0.0,0.0,38.1
2602,22944768.0,25.35,19.7,64896.0,54746464.0,16.57,80989920.0,41.17,65769.35,1013457714.68,0.0,0.0,0.0,0.0,0.0,0.0,4177920.0,0.0,0.0,0.0,42.82
2603,147824384.0,34.08,34.08,220928.0,199105056.0,17.31,337661536.0,41.36,245442.2,1110960148.57,0.0,0.0,0.0,0.0,0.0,0.0,16711680.0,0.0,0.0,0.0,41.92
2604,1392768.0,23.83,4.83,15904.0,10759264.0,16.65,16341504.0,34.21,16209.94,1019236949.47,0.0,0.0,0.0,0.0,0.0,0.0,696320.0,0.0,0.0,0.0,34.23
2605,9076608.0,23.97,11.49,45792.0,36465888.0,16.41,51898240.0,41.41,44534.69,972542915.47,0.0,0.0,0.0,0.0,0.0,0.0,2785280.0,0.0,0.0,0.0,42.21
2606,92020224.0,31.77,31.77,149728.0,132744640.0,17.31,223120160.0,41.44,163832.52,1094200941.16,0.0,0.0,0.0,0.0,0.0,0.0,11141120.0,0.0,0.0,0.0,41.89
2607,1009664.0,23.88,4.63,13248.0,7894112.0,16.71,10830944.0,34.03,12225.74,922836710.5,0.0,0.0,0.0,0.0,0.0,0.0,504832.0,0.0,0.0,0.0,26.14
2608,4078848.0,36.25,8.57,29408.0,29525280.0,25.19,39724192.0,52.64,26696.04,907781455.29,0.0,0.0,0.0,0.0,0.0,0.0,2019328.0,0.0,0.0,0.0,45.52
2609,61733760.0,36.25,36.25,90176.0,105059040.0,21.37,162005440.0,52.5,96234.69,1067187335.71,0.0,0.0,0.0,0.0,0.0,0.0,8077312.0,0.0,0.0,0.0,49.99
2610,1601920.0,24.4,4.96,19680.0,12356384.0,17.01,16497952.0,35.23,18114.93,920473878.35,0.0,0.0,0.0,0.0,0.0,0.0,800768.0,0.0,0.0,0.0,35.36
2611,13227904.0,24.39,14.58,51776.0,41941472.0,16.37,60661792.0,40.88,51214.46,989154491.71,0.0,0.0,0.0,0.0,0.0,0.0,3203072.0,0.0,0.0,0.0,42.19
2612,108870272.0,32.73,32.73,171456.0,152646464.0,17.33,258358112.0,41.57,188152.3,1097379481.01,0.0,0.0,0.0,0.0,0.0,0.0,12812288.0,0.0,0.0,0.0,41.94
2613,870528.0,17.93,3.61,14432.0,6745984.0,12.69,9130464.0,25.25,13516.76,936582542.91,0.0,0.0,0.0,0.0,0.0,0.0,435200.0,0.0,0.0,0.0,26.24
2614,3481600.0,22.47,6.63,31712.0,22847840.0,15.55,31976608.0,38.95,29614.96,933872444.59,0.0,0.0,0.0,0.0,0.0,0.0,1740800.0,0.0,0.0,0.0,39.77
2615,50250368.0,28.19,27.49,90976.0,82957120.0,17.2,141527264.0,40.98,103373.93,1136276885.4,0.0,0.0,0.0,0.0,0.0,0.0,6963200.0,0.0,0.0,0.0,41.52
2616,972928.0,21.21,4.41,14784.0,7341920.0,14.99,10079648.0,30.99,12355.85,835758377.43,0.0,0.0,0.0,0.0,0.0,0.0,486400.0,0.0,0.0,0.0,28.7
2617,3901696.0,24.53,7.31,32928.0,25249184.0,16.99,35764864.0,41.88,30050.91,912624739.05,0.0,0.0,0.0,0.0,0.0,0.0,1945600.0,0.0,0.0,0.0,39.19
2618,58477440.0,30.72,30.72,100352.0,92674592.0,18.44,153434464.0,43.88,107672.3,1072946192.37,0.0,0.0,0.0,0.0,0.0,0.0,7782400.0,0.0,0.0,0.0,43.55
2619,1024128.0,16.37,4.59,14560.0,6039584.0,11.52,9277888.0,26.93,12502.06,858657661.78,0.0,0.0,0.0,0.0,0.0,0.0,512000.0,0.0,0.0,0.0,28.37
2620,4098560.0,25.37,7.66,31936.0,24576000.0,17.73,36981184.0,40.56,30106.57,942715871.56,0.0,0.0,0.0,0.0,0.0,0.0,2048000.0,0.0,0.0,0.0,39.12
2621,62048512.0,32.36,32.36,100992.0,98304000.0,19.16,161170624.0,44.43,108398.28,1073335291.68,0.0,0.0,0.0,0.0,0.0,0.0,8192000.0,0.0,0.0,0.0,43.26
2622,870528.0,21.23,4.07,13056.0,6785120.0,15.14,9292224.0,29.65,12015.98,920341718.86,0.0,0.0,0.0,0.0,0.0,0.0,435200.0,0.0,0.0,0.0,26.02
2623,3481600.0,33.91,7.61,27520.0,26429472.0,23.53,34935296.0,50.05,25686.96,933392549.53,0.0,0.0,0.0,0.0,0.0,0.0,1740800.0,0.0,0.0,0.0,47.04
2624,50692864.0,30.8,30.76,87584.0,90616256.0,19.25,139323552.0,47.81,93150.06,1063551054.48,0.0,0.0,0.0,0.0,0.0,0.0,6963200.0,0.0,0.0,0.0,45.85
2625,1945600.0,26.27,5.54,21312.0,14613056.0,18.29,19953824.0,37.85,19711.69,924910153.21,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,35.62
2626,20176896.0,29.32,19.99,50976.0,50430976.0,17.67,81206592.0,44.29,57072.7,1119599491.99,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,41.14
2627,136449152.0,35.91,35.91,192960.0,185336896.0,18.4,313468896.0,43.98,215038.61,1114420662.89,0.0,0.0,0.0,0.0,0.0,0.0,15564800.0,0.0,0.0,0.0,43.57
2628,2150528.0,27.78,6.03,21280.0,15934560.0,19.33,21756320.0,40.64,19993.76,939556356.17,0.0,0.0,0.0,0.0,0.0,0.0,1075200.0,0.0,0.0,0.0,35.12
