input_size,output_size,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,Bandwidth,bw_ratio
"[64, 32, 97, 97]","[7, 7]",0.0001666880019658,0.0,0.0,0.0,1003520.0,0.0,21727232.0,0.0,0.0,0.0,0.0,23.86,23.86,24.98,77559296.0,148707744.0,693194688.0,37.37,30720.0,0.15,60.65,0.0,38.0,524288.0,23734272.0,0.0,23734272.0,0.30601453628459957,0.15960347028060623,0.03423896981737979,132.60860436853324,0.0,433.3408666744008,27.86757985044378
"[64, 32, 97, 97]","[8, 8]",0.0001259519963711,0.0,0.0,0.0,1310720.0,0.0,22151168.0,0.0,0.0,0.0,0.0,30.96,24.33,32.72,77596800.0,148403008.0,706787584.0,43.72,32768.0,0.21,65.94,0.0,38.0,524288.0,24772608.0,0.0,24772608.0,0.319247804033156,0.16692793720191978,0.03504958004468851,183.17525507514515,0.0,573.7713862430239,36.898481430419544
"[64, 32, 97, 97]","[16, 16]",9.894399899839536e-05,0.0,0.0,0.0,5242880.0,0.0,25690112.0,0.0,0.0,0.0,0.0,40.11,18.54,41.84,78320640.0,146254144.0,630561888.0,60.86,32768.0,0.28,61.2,0.0,38.0,524288.0,36175872.0,0.0,36175872.0,0.46189448911551284,0.24734938108830612,0.05737085080536932,340.50984992577867,0.0,737.2026684661793,47.40853173415944
"[64, 32, 97, 97]","[32, 32]",9.500799801293272e-05,0.0,0.0,0.0,20971520.0,0.0,33554432.0,0.0,0.0,0.0,0.0,43.65,14.11,46.33,82557440.0,158638880.0,430741984.0,66.89,32768.0,0.29,60.84,0.0,38.0,524288.0,75497472.0,0.0,75497472.0,0.9144841700517845,0.475907747205477,0.17527307484380256,740.0692728040527,0.0,809.2751050705938,52.04341511707998
"[64, 64, 64, 64]","[1, 1]",4.883200034446543e-05,0.0,0.0,0.0,0.0,4096.0,17825792.0,524288.0,0.0,0.0,16384.0,71.86,18.5,66.22,67111168.0,121813952.0,67239936.0,9.02,33024.0,0.58,59.0,0.0,26.0,131072.0,18878464.0,8388608.0,27267072.0,0.40629708605280124,0.2238419454612227,0.4055190058479532,520.0368512068092,159.98730227903638,1279.942360057258,82.31140579146353
"[64, 64, 64, 64]","[2, 2]",0.0003572159970665,0.0,0.0,0.0,163840.0,0.0,16777216.0,0.0,0.0,0.0,0.0,38.42,38.42,11.18,67138304.0,121719264.0,537131456.0,27.44,40960.0,0.09,32.85,0.0,38.0,1048576.0,17104896.0,0.0,17104896.0,0.254771046942145,0.14052743532856066,0.03184489720147762,44.59535942418729,0.0,175.04092383901963,11.256651050740812
"[64, 64, 64, 64]","[3, 3]",0.0003219200006628,0.0,0.0,0.0,368640.0,0.0,17842176.0,0.0,0.0,0.0,0.0,21.01,21.01,11.78,67182336.0,123469504.0,571488512.0,30.12,315392.0,0.81,45.43,0.0,38.0,1048576.0,18579456.0,0.0,18579456.0,0.2765526938509551,0.15047809700442305,0.03251063776414109,53.750828656961204,0.0,194.36017023912842,12.499046317628837
"[64, 64, 64, 64]","[4, 4]",0.0001460800023127,0.0,0.0,0.0,655360.0,0.0,16777216.0,0.0,0.0,0.0,0.0,47.87,47.87,23.49,67228160.0,122016032.0,537391520.0,45.62,49152.0,0.28,49.1,0.0,38.0,1048576.0,18087936.0,0.0,18087936.0,0.2690529682799589,0.14824228999677683,0.033658767075446225,115.31833829616154,0.0,428.60831097083025,27.563235432207733
"[64, 64, 64, 64]","[5, 5]",0.0001570240022826,0.0,0.0,0.0,1024000.0,0.0,18939904.0,0.0,0.0,0.0,0.0,27.62,27.62,21.86,67298688.0,123552000.0,607066560.0,53.08,331776.0,1.72,57.33,0.0,38.0,1048576.0,20987904.0,0.0,20987904.0,0.31186200836485845,0.16987101787101788,0.03457265707404473,124.48102522494722,0.0,399.1541832159063,25.669079306489152
"[64, 64, 64, 64]","[6, 6]",0.0001434559983681,0.0,0.0,0.0,1474560.0,0.0,18939904.0,0.0,0.0,0.0,0.0,48.13,48.13,23.98,67417216.0,123397824.0,607263936.0,60.35,57344.0,0.33,57.69,0.0,38.0,1048576.0,21889024.0,0.0,21889024.0,0.32468003425119185,0.1773858184079486,0.036045321815389345,142.10449489320993,0.0,437.67549557195565,28.146334120383
"[64, 64, 64, 64]","[7, 7]",0.0001301439980369,0.0,0.0,0.0,2007040.0,0.0,20070400.0,0.0,0.0,0.0,0.0,25.88,25.46,26.58,67514112.0,124047712.0,643858976.0,58.66,348160.0,2.19,59.3,0.0,38.0,1048576.0,24084480.0,0.0,24084480.0,0.35673253023012436,0.19415497159673528,0.037406452185579225,172.35078267316837,0.0,483.1372753193736,31.06992124240345
"[64, 64, 64, 64]","[8, 8]",8.14719980179869e-05,0.0,0.0,0.0,2621440.0,0.0,16777216.0,0.0,0.0,0.0,0.0,43.88,43.88,41.76,67670144.0,123582016.0,537919232.0,69.35,65536.0,0.66,67.36,0.0,38.0,1048576.0,22020096.0,0.0,22020096.0,0.3254034157220059,0.1781820422803266,0.04093569199622891,251.71608649480288,0.0,773.5508428400932,49.74603490933075
"[64, 64, 64, 64]","[16, 16]",8.729599901653814e-05,0.0,0.0,0.0,10485760.0,0.0,16777216.0,0.0,0.0,0.0,0.0,39.65,21.25,40.81,69533568.0,129978816.0,272629760.0,73.27,65536.0,0.62,68.23,0.0,38.0,1048576.0,37748736.0,0.0,37748736.0,0.5428850709918984,0.29042221772507915,0.13846153846153847,402.7246425502237,0.0,741.8230193996873,47.70566041155545
"[64, 64, 64, 64]","[32, 32]",0.0001163199993524,0.0,0.0,0.0,41943040.0,0.0,16777216.0,0.0,0.0,0.0,0.0,33.03,10.75,36.24,78047616.0,155469952.0,150994944.0,74.37,327680.0,2.28,68.42,0.0,38.0,1048576.0,100663296.0,0.0,100663296.0,1.2897677233344322,0.6474775009900305,0.6666666666666666,805.9663043495855,0.0,624.8925986967045,40.186019208791286
"[64, 64, 97, 97]","[1, 1]",0.0001063999969533,0.0,0.0,0.0,0.0,4096.0,57282560.0,6428672.0,0.0,0.0,203776.0,74.58,22.45,71.35,154171392.0,296766080.0,157187296.0,33.48,1161349.0,9.24,95.91,12671.0,26.0,2097152.0,70144000.0,104333312.0,174477312.0,1.131710038656199,0.5879287552000552,1.1099962684007236,1527.205489443281,913.2328151536318,1349.4671225649781,86.7824516118957
"[64, 64, 97, 97]","[2, 2]",0.0007263359996757,0.0,0.0,0.0,163840.0,0.0,39337984.0,0.0,0.0,0.0,0.0,23.09,23.09,13.03,155966720.0,300284064.0,1236998304.0,28.93,40960.0,0.05,40.27,0.0,38.0,1048576.0,39665664.0,0.0,39665664.0,0.25432133214060026,0.13209380301979662,0.03206606174942662,50.860109283866464,0.0,199.98365396949364,12.860685142732711
"[64, 64, 97, 97]","[3, 3]",0.0005341759970897,0.0,0.0,0.0,368640.0,0.0,40144896.0,0.0,0.0,0.0,0.0,60.9,60.9,17.71,157035136.0,303152384.0,1284241248.0,29.77,45056.0,0.07,48.8,0.0,38.0,1048576.0,40882176.0,0.0,40882176.0,0.26033776288129556,0.1348568513978765,0.03183371976540034,71.2770577780371,0.0,273.78685669407406,17.606871813123735
"[64, 64, 97, 97]","[4, 4]",0.000332799999999,0.0,0.0,0.0,655360.0,0.0,40960000.0,0.0,0.0,0.0,0.0,25.6,25.6,24.68,159144320.0,307141536.0,1306275200.0,36.2,49152.0,0.11,57.57,0.0,38.0,1048576.0,42270720.0,0.0,42270720.0,0.2656124956266111,0.13762619198466208,0.032359735528929894,118.29229501613068,0.0,445.35666417750883,28.64029994710668
"[64, 64, 97, 97]","[5, 5]",0.0004596479957793,0.0,0.0,0.0,1024000.0,0.0,41783296.0,0.0,0.0,0.0,0.0,23.45,23.45,19.93,159513088.0,309957792.0,1333097376.0,28.06,53248.0,0.09,60.62,0.0,38.0,1048576.0,43831296.0,0.0,43831296.0,0.2747818160225197,0.14141053114741506,0.032879290582295766,88.80942768007492,0.0,323.1997989007997,20.784552983974255
"[64, 64, 97, 97]","[6, 6]",0.0002726720022691,0.0,0.0,0.0,1474560.0,0.0,42614784.0,0.0,0.0,0.0,0.0,65.51,65.51,31.27,156521472.0,309392800.0,1362500096.0,41.26,57344.0,0.17,59.32,0.0,38.0,1048576.0,45563904.0,0.0,45563904.0,0.2911032168161567,0.1472687922925162,0.033441395074954916,155.62541085877126,0.0,534.6056033350361,34.379781564954094
"[64, 64, 97, 97]","[7, 7]",0.0002902079987039,0.0,0.0,0.0,2007040.0,0.0,43454464.0,0.0,0.0,0.0,0.0,27.12,27.12,29.06,155209472.0,309286048.0,1386391456.0,42.43,61440.0,0.17,61.86,0.0,38.0,1048576.0,47468544.0,0.0,47468544.0,0.3058353552030639,0.15347780576251535,0.03423891844872997,152.33393569015374,0.0,498.09131972008066,32.031596123477854
"[64, 64, 97, 97]","[8, 8]",0.0002197120019494,0.0,0.0,0.0,2621440.0,0.0,44302336.0,0.0,0.0,0.0,0.0,35.05,27.52,37.74,155322752.0,310423776.0,1413606016.0,49.36,65536.0,0.24,68.58,0.0,38.0,1048576.0,49545216.0,0.0,49545216.0,0.3189823471580004,0.15960509416649837,0.03504881518557431,210.0139169257886,0.0,658.3872706340178,42.3400174041169
"[64, 64, 97, 97]","[16, 16]",0.0001764159970535,0.0,0.0,0.0,10485760.0,0.0,51380224.0,0.0,0.0,0.0,0.0,44.49,20.41,47.21,157489024.0,305490304.0,1261111744.0,66.92,65536.0,0.3,64.77,0.0,38.0,1048576.0,72351744.0,0.0,72351744.0,0.4594081680257286,0.236838102724203,0.05737139816850362,381.9540950108139,0.0,831.4046671225553,53.466538078620914
"[64, 64, 97, 97]","[32, 32]",0.00017222399935,0.0,0.0,0.0,41943040.0,0.0,67108864.0,0.0,0.0,0.0,0.0,48.24,15.28,51.23,168030848.0,330648192.0,861477408.0,72.36,65536.0,0.31,64.53,0.0,38.0,1048576.0,150994944.0,0.0,150994944.0,0.898614425846378,0.4566634497127388,0.17527440951765505,816.5238325131253,0.0,908.6475901430873,58.4339286265651
"[64, 128, 64, 64]","[1, 1]",9.31519960069706e-05,0.0,0.0,0.0,0.0,8192.0,35651584.0,1048576.0,0.0,0.0,32768.0,72.96,18.73,68.69,134222336.0,255988384.0,134479840.0,9.05,66435.0,0.59,96.81,0.0,26.0,262144.0,37756928.0,16777216.0,54534144.0,0.40629708605280124,0.213033666402613,0.40551910234277494,545.2258842712366,167.73660973223565,1341.9389480937125,86.2983246362516
"[64, 128, 64, 64]","[2, 2]",0.000555264000644,0.0,0.0,0.0,327680.0,0.0,33554432.0,0.0,0.0,0.0,0.0,48.7,48.7,14.47,134302080.0,256537184.0,1074264736.0,34.75,81920.0,0.12,42.12,0.0,38.0,2097152.0,34209792.0,0.0,34209792.0,0.2547227265579208,0.13335217712532466,0.031844843131851625,57.37874511142103,0.0,225.25962204779486,14.486149327832468
"[64, 128, 64, 64]","[3, 3]",0.0005536000035431,0.0,0.0,0.0,737280.0,0.0,35684352.0,0.0,0.0,0.0,0.0,23.76,23.76,13.66,134475008.0,260334912.0,1142839776.0,34.0,630784.0,0.92,51.61,0.0,38.0,2097152.0,37158912.0,0.0,37158912.0,0.2763257838958448,0.1427350320190632,0.03251454209098161,62.512524155097324,0.0,226.22761898563945,14.548399934767811
"[64, 128, 64, 64]","[4, 4]",0.0002565440022673,0.0,0.0,0.0,1310720.0,0.0,33554432.0,0.0,0.0,0.0,0.0,53.46,53.46,26.88,134599680.0,257285376.0,1074791584.0,50.89,98304.0,0.31,57.02,0.0,38.0,2097152.0,36175872.0,0.0,36175872.0,0.26876640419947506,0.14060601718770055,0.03365849950682159,131.3279825380444,0.0,488.6324350292473,31.423307718922654
"[64, 128, 64, 64]","[5, 5]",0.0002925120041962,0.0,0.0,0.0,2048000.0,0.0,37879808.0,0.0,0.0,0.0,0.0,29.41,29.41,23.89,134848640.0,260462240.0,1214041440.0,56.39,663552.0,1.83,62.04,0.0,38.0,2097152.0,41975808.0,0.0,41975808.0,0.31128091466106,0.1611588996547062,0.03457526787553479,133.6458573231876,0.0,429.3416365365948,27.610394632578444
"[64, 128, 64, 64]","[6, 6]",0.0002677119977371,0.0,0.0,0.0,2949120.0,0.0,37879808.0,0.0,0.0,0.0,0.0,51.13,51.13,26.12,135090688.0,259725312.0,1214516928.0,64.05,114688.0,0.35,60.72,0.0,38.0,2097152.0,43778048.0,0.0,43778048.0,0.32406414274831435,0.16855518494862756,0.03604564661942695,152.29606711552256,0.0,469.9565518848651,30.222286294846633
"[64, 128, 64, 64]","[7, 7]",0.0002436479957827,0.0,0.0,0.0,4014080.0,0.0,40140800.0,0.0,0.0,0.0,0.0,27.53,27.0,28.95,135444864.0,260852960.0,1287704096.0,62.12,696320.0,2.32,61.36,0.0,38.0,2097152.0,48168960.0,0.0,48168960.0,0.35563519041962344,0.18465943418851755,0.0374068546878335,184.1215221148776,0.0,517.7258243134705,33.29426522916209
"[64, 128, 64, 64]","[8, 8]",0.0001507839993478,0.0,0.0,0.0,5242880.0,0.0,33554432.0,0.0,0.0,0.0,0.0,46.8,46.8,45.49,135843840.0,259959392.0,1075838976.0,73.88,131072.0,0.71,69.45,0.0,38.0,2097152.0,44040192.0,0.0,44040192.0,0.3241971958389869,0.1694118133650659,0.04093567251461988,272.0157654486463,0.0,839.0441649092592,53.9578241099202
"[64, 128, 64, 64]","[16, 16]",0.0001652799970765,0.0,0.0,0.0,20971520.0,0.0,33554432.0,0.0,0.0,0.0,0.0,42.15,22.23,43.67,140807936.0,272967264.0,545259520.0,76.67,131072.0,0.64,69.99,0.0,38.0,2097152.0,75497472.0,0.0,75497472.0,0.5361734156802072,0.27658068185055334,0.13846153846153847,425.41445573390104,0.0,793.4269833095069,51.02424329964674
"[64, 128, 64, 64]","[32, 32]",0.0002240320000003,0.0,0.0,0.0,83886080.0,0.0,33554432.0,0.0,0.0,0.0,0.0,35.53,11.1,37.93,161969792.0,323934720.0,301994112.0,76.91,655360.0,2.36,70.16,0.0,38.0,2097152.0,201326592.0,0.0,201326592.0,1.2429885197358284,0.6215035918347993,0.6666573419815549,836.9340094261039,0.0,673.3240059240267,43.300579159101396
"[64, 128, 97, 97]","[1, 1]",0.0001963839977582,0.0,0.0,0.0,0.0,8192.0,114565120.0,12857344.0,0.0,0.0,407552.0,76.6,23.02,73.81,308344960.0,605551712.0,314451296.0,34.19,2322711.0,9.47,96.54,24154.0,26.0,4194304.0,140288000.0,208666624.0,348954624.0,1.131702052143158,0.5762589999910693,1.1097255073803225,1654.8666009325414,989.5711448917458,1462.2811700293746,94.03737427841638
"[64, 128, 97, 97]","[2, 2]",0.0012144959967815,0.0,0.0,0.0,327680.0,0.0,78675968.0,0.0,0.0,0.0,0.0,27.55,27.55,15.61,312340736.0,614242688.0,2473991904.0,34.5,81920.0,0.05,48.96,0.0,38.0,2097152.0,79331328.0,0.0,79331328.0,0.25398969412686534,0.12915306856693098,0.032066122719211616,60.83433526040457,0.0,239.51497508406158,15.40289228836409
"[64, 128, 97, 97]","[3, 3]",0.0009356479990322,0.0,0.0,0.0,737280.0,0.0,80289792.0,0.0,0.0,0.0,0.0,69.09,69.09,20.33,315544064.0,620186048.0,2568480864.0,33.76,90112.0,0.08,55.42,0.0,38.0,2097152.0,81764352.0,0.0,81764352.0,0.25912181951234553,0.13183842536231966,0.03183373999238797,81.3863620669012,0.0,314.08532951824094,20.19841347384186
"[64, 128, 97, 97]","[4, 4]",0.0006290879967744,0.0,0.0,0.0,1310720.0,0.0,81920000.0,0.0,0.0,0.0,0.0,30.35,30.35,29.53,318652800.0,627420128.0,2612584064.0,42.89,98304.0,0.13,59.75,0.0,38.0,2097152.0,84541440.0,0.0,84541440.0,0.2653089506823728,0.13474454552404797,0.032359318563155715,125.15793015636831,0.0,471.7440924418983,30.337240671504716
"[64, 128, 97, 97]","[5, 5]",0.000840575999678,0.0,0.0,0.0,2048000.0,0.0,83566592.0,0.0,0.0,0.0,0.0,25.45,25.45,21.92,320985472.0,635480864.0,2666224992.0,30.44,106496.0,0.1,64.19,0.0,38.0,2097152.0,87662592.0,0.0,87662592.0,0.273104547236331,0.1379468634951689,0.03287891766937574,97.1264358132768,0.0,355.63829601573224,22.87062996885738
"[64, 128, 97, 97]","[6, 6]",0.0005088960000007,0.0,0.0,0.0,2949120.0,0.0,85229568.0,0.0,0.0,0.0,0.0,70.06,70.06,33.79,313756672.0,634067872.0,2724986720.0,44.1,114688.0,0.18,63.13,0.0,38.0,2097152.0,91127808.0,0.0,91127808.0,0.2904410204860918,0.14371932725839168,0.03344156040510906,166.77156976181433,0.0,574.2011561682982,36.92611936773622
"[64, 128, 97, 97]","[7, 7]",0.0005428479964618,0.0,0.0,0.0,4014080.0,0.0,86908928.0,0.0,0.0,0.0,0.0,28.8,28.8,31.02,310643456.0,631318080.0,2772668384.0,45.03,122880.0,0.18,62.53,0.0,38.0,2097152.0,94937088.0,0.0,94937088.0,0.30561431817189155,0.15037916861180342,0.03424033272346788,162.87626333512338,0.0,532.9470958998533,34.27312513825423
"[64, 128, 97, 97]","[8, 8]",0.0004130239964474,0.0,0.0,0.0,5242880.0,0.0,88604672.0,0.0,0.0,0.0,0.0,37.16,29.13,40.38,311055744.0,633584704.0,2827144992.0,52.18,131072.0,0.26,71.05,0.0,38.0,2097152.0,99090432.0,0.0,99090432.0,0.31856165305212947,0.1563965029054742,0.03504964629702303,223.43775917085927,0.0,701.3956545934168,45.10582987739015
"[64, 128, 97, 97]","[16, 16]",0.0003357759964459,0.0,0.0,0.0,20971520.0,0.0,102760448.0,0.0,0.0,0.0,0.0,46.38,21.19,49.38,315878912.0,623160896.0,2522185568.0,69.41,131072.0,0.32,66.49,0.0,38.0,2097152.0,144703488.0,0.0,144703488.0,0.4580979688824558,0.23220887082105998,0.05737226072336324,401.35574438452556,0.0,876.1351755469367,56.343098105912325
"[64, 128, 97, 97]","[32, 32]",0.0003319360016162,0.0,0.0,0.0,83886080.0,0.0,134217728.0,0.0,0.0,0.0,0.0,50.29,15.76,52.96,338972800.0,673112672.0,1722920192.0,74.63,131072.0,0.32,65.93,0.0,38.0,2097152.0,301989888.0,0.0,301989888.0,0.8908971103286163,0.44864686190308417,0.17527793185210985,847.3018853953495,0.0,951.0659262132006,61.16179589795502
"[64, 256, 64, 64]","[1, 1]",0.0001594240009913,0.0,0.0,0.0,0.0,16384.0,71303168.0,2097152.0,0.0,0.0,65536.0,84.9,21.75,79.8,268493440.0,525120544.0,268959680.0,10.36,134353.0,0.7,97.31,0.0,26.0,524288.0,75513856.0,33554432.0,109068288.0,0.40622328798796725,0.20770143016914608,0.40551910234277494,637.154745568114,196.01816417658065,1568.4840441422136,100.86714110239316
"[64, 256, 64, 64]","[2, 2]",0.0009495360016106,0.0,0.0,0.0,655360.0,0.0,67108864.0,0.0,0.0,0.0,0.0,57.15,57.15,17.11,268655232.0,525991616.0,2148529216.0,40.77,163840.0,0.14,50.7,0.0,38.0,4194304.0,68419584.0,0.0,68419584.0,0.2546743031604164,0.13007732807665132,0.03184484692620535,67.10720079798675,0.0,263.5020493438504,16.94546941118009
"[64, 256, 64, 64]","[3, 3]",0.0010197760041777,0.0,0.0,0.0,1474560.0,0.0,71368704.0,0.0,0.0,0.0,0.0,25.78,25.78,14.98,269198336.0,535507584.0,2285736416.0,36.85,1261568.0,0.99,56.41,0.0,38.0,4194304.0,74317824.0,0.0,74317824.0,0.2760708892346199,0.13878015217801284,0.032513733202035135,67.87163740267731,0.0,245.8485847270783,15.810198374731725
"[64, 256, 64, 64]","[4, 4]",0.0004717760003226,0.0,0.0,0.0,2621440.0,0.0,67108864.0,0.0,0.0,0.0,0.0,57.74,57.74,29.34,269336192.0,528313696.0,2149581632.0,54.93,196608.0,0.33,60.82,0.0,38.0,4194304.0,72351744.0,0.0,72351744.0,0.2686298616711712,0.13694845420021062,0.03365852355775991,142.82797864648413,0.0,531.6906235142217,34.192323055576956
"[64, 256, 64, 64]","[5, 5]",0.0005571199958176,0.0,0.0,0.0,4096000.0,0.0,75759616.0,0.0,0.0,0.0,0.0,30.82,30.82,25.29,269867648.0,534236224.0,2428191296.0,59.03,1327104.0,1.92,64.16,0.0,38.0,4194304.0,83951616.0,0.0,83951616.0,0.3110844023808293,0.1571432490508169,0.03457372412885875,140.33966783315378,0.0,451.13051878875643,29.01160892532196
"[64, 256, 64, 64]","[6, 6]",0.0005222080025775,0.0,0.0,0.0,5898240.0,0.0,75759616.0,0.0,0.0,0.0,0.0,52.29,52.29,27.06,270507136.0,532321312.0,2429065504.0,65.48,229376.0,0.35,61.45,0.0,38.0,4194304.0,87556096.0,0.0,87556096.0,0.3236738863702287,0.1644797869749765,0.0360451769850666,156.15036220724778,0.0,482.43114067174986,31.024510654131827
"[64, 256, 64, 64]","[7, 7]",0.000473536002902,0.0,0.0,0.0,8028160.0,0.0,80281600.0,0.0,0.0,0.0,0.0,28.22,27.63,29.91,271255424.0,534462336.0,2575449504.0,63.52,1392640.0,2.37,62.07,0.0,38.0,4194304.0,96337920.0,0.0,96337920.0,0.3551557369042692,0.18025202808678364,0.037406254655886276,189.47171733015668,0.0,533.4891081351954,34.307981230559186
"[64, 256, 64, 64]","[8, 8]",0.0002909759993518,0.0,0.0,0.0,10485760.0,0.0,67108864.0,0.0,0.0,0.0,0.0,48.28,48.28,47.51,272152832.0,532700864.0,2151678464.0,76.16,262144.0,0.73,70.39,0.0,38.0,4194304.0,88080384.0,0.0,88080384.0,0.32364309183451745,0.16534680146492123,0.04093566277382232,281.9175814594296,0.0,871.0755414596563,56.01771970801648
"[64, 256, 64, 64]","[16, 16]",0.000320096001291,0.0,0.0,0.0,41943040.0,0.0,67108864.0,0.0,0.0,0.0,0.0,43.61,22.81,45.53,283388416.0,558611968.0,1090519104.0,78.68,262144.0,0.66,70.98,0.0,38.0,4194304.0,150994944.0,0.0,150994944.0,0.5328197465911945,0.2703038113211352,0.1384615303355566,439.32132682956416,0.0,824.5214814957545,53.02388948525753
"[64, 256, 64, 64]","[32, 32]",0.0004394239996796,0.0,0.0,0.0,167772160.0,0.0,67108864.0,0.0,0.0,0.0,0.0,36.89,11.3,38.82,329735168.0,659085024.0,603987328.0,78.32,1310720.0,2.4,71.0,0.0,38.0,4194304.0,402653184.0,0.0,402653184.0,1.2211411553164992,0.6109275273109528,0.6666583309509434,853.3898928447835,0.0,698.8462301261144,44.94187975087552
"[64, 256, 97, 97]","[1, 1]",0.0003823040006453,0.0,0.0,0.0,0.0,16384.0,229130240.0,25714688.0,0.0,0.0,815104.0,79.31,23.82,76.75,616691968.0,1222812352.0,628805024.0,35.3,4646121.0,9.8,96.53,47851.0,26.0,8388608.0,280576000.0,417333248.0,697909248.0,1.1316982938230842,0.5707410845650339,1.109897697000589,1700.1617471912357,1016.6565726331703,1502.310073692678,96.61158030177994
"[64, 256, 97, 97]","[2, 2]",0.0021592320038651,0.0,0.0,0.0,655360.0,0.0,157351936.0,0.0,0.0,0.0,0.0,30.99,30.99,17.6,624828416.0,1238861344.0,4947978336.0,38.81,163840.0,0.06,56.95,0.0,38.0,4194304.0,158662656.0,0.0,158662656.0,0.25392996210978985,0.1280713590495241,0.03206615818133606,68.4345697992358,0.0,269.50175249365515,17.331302411167535
"[64, 256, 97, 97]","[3, 3]",0.0016608000032091,0.0,0.0,0.0,1474560.0,0.0,160579584.0,0.0,0.0,0.0,0.0,77.7,77.7,22.91,632163712.0,1255091232.0,5136968608.0,37.96,180224.0,0.09,59.76,0.0,38.0,4194304.0,163528704.0,0.0,163528704.0,0.2586809411799961,0.1302922846010289,0.03183369735710092,91.70157354198759,0.0,354.4968296608274,22.79722377240048
"[64, 256, 97, 97]","[4, 4]",0.001184703997426,0.0,0.0,0.0,2621440.0,0.0,163840000.0,0.0,0.0,0.0,0.0,32.13,32.13,31.41,639150720.0,1270019648.0,5225133952.0,45.39,196608.0,0.13,63.72,0.0,38.0,4194304.0,169082880.0,0.0,169082880.0,0.2645430486255261,0.13313406628493357,0.03235953021554231,132.9198715182322,0.0,502.4508192856994,32.31194979329256
"[64, 256, 97, 97]","[5, 5]",0.0016449920019301,0.0,0.0,0.0,4096000.0,0.0,167133184.0,0.0,0.0,0.0,0.0,25.94,25.94,22.48,643297408.0,1284280032.0,5332405376.0,31.02,212992.0,0.1,65.9,0.0,38.0,4194304.0,175325184.0,0.0,175325184.0,0.2725414121363909,0.13651632014161846,0.03287919271649913,99.26145632697786,0.0,364.20687611798,23.421664059034082
"[64, 256, 97, 97]","[6, 6]",0.000998943998063,0.0,0.0,0.0,5898240.0,0.0,170459136.0,0.0,0.0,0.0,0.0,71.14,71.14,34.46,628415360.0,1279741728.0,5449998944.0,44.76,229376.0,0.19,63.45,0.0,38.0,4194304.0,182255616.0,0.0,182255616.0,0.2900241267177174,0.14241593597548144,0.03344140391084817,169.91820348325987,0.0,585.8760972967001,37.67691944030226
"[64, 256, 97, 97]","[7, 7]",0.0010727999974283,0.0,0.0,0.0,8028160.0,0.0,173817856.0,0.0,0.0,0.0,0.0,29.15,29.15,31.58,621912064.0,1275368768.0,5545598048.0,45.56,245760.0,0.18,62.85,0.0,38.0,4194304.0,189874176.0,0.0,189874176.0,0.30530711171410885,0.14887786243797999,0.03423871949545233,164.83417866258068,0.0,539.8962956910492,34.720019015501556
"[64, 256, 97, 97]","[8, 8]",0.0008098559999989,0.0,0.0,0.0,10485760.0,0.0,177209344.0,0.0,0.0,0.0,0.0,37.82,29.63,41.21,622580864.0,1278736736.0,5654356640.0,53.04,262144.0,0.26,71.85,0.0,38.0,4194304.0,198180864.0,0.0,198180864.0,0.31832148313508074,0.15498175536891748,0.03504923311664331,227.90509979582876,0.0,715.9589027772797,46.0423731689569
"[64, 256, 97, 97]","[16, 16]",0.0006552960012889,0.0,0.0,0.0,41943040.0,0.0,205520896.0,0.0,0.0,0.0,0.0,47.48,21.65,50.61,632618880.0,1259128960.0,5044414688.0,70.89,262144.0,0.32,67.2,0.0,38.0,4194304.0,289406976.0,0.0,289406976.0,0.4574744528648908,0.22984696976551156,0.05737176538805606,411.3122153497957,0.0,899.0932996891773,57.81950480316252
"[64, 256, 97, 97]","[32, 32]",0.000651232004195,0.0,0.0,0.0,167772160.0,0.0,268435456.0,0.0,0.0,0.0,0.0,51.46,16.05,53.96,680877056.0,1357349632.0,3445839232.0,75.96,262144.0,0.32,66.68,0.0,38.0,4194304.0,603979776.0,0.0,603979776.0,0.8870614315427894,0.44496993387772915,0.17527799045036818,863.7474761322836,0.0,973.7177667955219,62.618505903249
