Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum
128,128,97,97,128,3,3,1,1,0,0,26.330683,20.307741,24.585899,NOT SUPPORT!,20.384541,10.225664,9.631631,7.623339,7,7,1,0.0290119359991423,294.80070800743925,372.06027203145345,12166.498313329907,37.27,63.68,63.68,18.55,83.46,51.69,10392788.0
128,128,128,128,128,3,3,1,1,0,0,39.934639,35.429260,45.640938,NOT SUPPORT!,20.739185,15.928434,18.776634,13.180928,7,7,1,0.0508564159970282,294.9385590414768,373.36889868742577,12209.290853140019,37.35,63.88,63.88,18.6,83.82,51.92,18665077.0
128,128,256,256,128,3,3,1,1,0,0,160.834213,143.587677,1877.470093,NOT SUPPORT!,81.618721,56.238762,69.097694,NOT SUPPORT!,5,6,1,0.2059360640016485,296.09630876531156,374.6949369265517,12252.65275768212,37.44,63.93,63.93,18.66,84.04,52.06,75601298.0
128,256,24,24,256,3,3,1,1,0,0,4.504462,4.461113,4.809386,NOT SUPPORT!,2.544071,2.057330,2.594588,1.506076,7,7,1,0.006286911996781,361.7121194603242,365.7850215141331,12038.426522711261,35.7,63.45,63.45,15.75,82.49,51.14,1893867.0
128,256,32,32,256,3,3,1,1,0,0,8.406584,8.080612,8.906980,NOT SUPPORT!,2.591289,2.097949,4.097706,2.641920,5,7,1,0.0116958719990646,369.2493693025655,365.61822840930535,12032.937160329353,36.51,63.37,63.37,15.75,82.39,51.1,3638888.0
128,256,48,48,256,3,3,1,1,0,0,21.844650,18.647835,20.555435,NOT SUPPORT!,12.153173,7.807090,9.908566,5.971627,7,7,1,0.0269848960016992,377.37081444380294,372.5742637424625,12261.868678358614,37.07,64.27,64.27,16.23,83.96,52.08,8756841.0
128,256,64,64,256,3,3,1,1,0,0,38.416500,33.399014,37.289871,NOT SUPPORT!,12.459805,17.146767,19.232883,10.686008,7,7,1,0.0486699200021321,382.14111877315815,375.26726650053854,12350.498649302639,37.25,64.57,64.57,16.42,84.61,52.5,16433421.0
128,256,96,96,256,3,3,1,1,0,0,80.260101,75.869865,90.141235,NOT SUPPORT!,62.890442,31.574924,36.720413,23.909035,7,7,1,0.1115250879976205,386.993048437232,376.44459837499295,12389.246062208715,37.38,64.64,64.64,16.54,84.91,52.68,37637176.0
128,256,97,97,256,3,3,1,1,0,0,83.896996,77.625923,92.112663,NOT SUPPORT!,62.956203,32.036636,37.010319,24.093014,7,7,1,0.1138775039963949,386.9515872412556,376.5539504743405,12392.844971774912,37.38,64.59,64.59,16.56,84.88,52.66,38239813.0
128,256,128,128,256,3,3,1,1,0,0,143.408249,135.787521,156.596786,NOT SUPPORT!,63.691772,49.865730,69.705498,42.363899,7,7,1,0.1998367039970962,389.47583058068216,377.47115445366893,12423.031261704928,37.43,64.66,64.66,16.57,85.1,52.81,68955905.0
128,384,16,16,384,3,3,1,1,0,0,5.877192,4.092132,4.240611,NOT SUPPORT!,1.588565,4.265301,2.506183,1.376711,7,7,1,0.0058287040012793,357.9516067404755,358.6616962434813,11829.431302887677,34.58,62.3,62.3,14.73,81.09,50.26,1595599.0
128,384,24,24,384,3,3,1,1,0,0,10.932907,9.746433,10.168775,NOT SUPPORT!,5.442104,4.331748,5.563847,3.101469,7,7,1,0.0139673599961908,386.6150278816189,369.60000010079784,12190.20000332453,36.29,64.17,64.17,15.2,83.49,51.78,4199065.0
128,384,32,32,384,3,3,1,1,0,0,24.633684,23.540733,18.742840,NOT SUPPORT!,5.497628,4.383061,9.123384,5.454165,5,7,1,0.0256809279965188,401.89902181106396,373.79434268501717,12328.538409629049,36.84,64.94,64.94,15.38,84.5,52.43,8028930.0
128,384,48,48,384,3,3,1,1,0,0,57.818794,54.260960,43.916172,NOT SUPPORT!,25.565071,16.245079,22.890041,12.371968,7,7,1,0.0601131520023024,418.1015193413362,375.44566192662086,12383.002456758371,37.21,64.87,64.87,15.62,84.82,52.63,19175033.0
128,384,64,64,384,3,3,1,1,0,0,103.254250,97.939346,79.773239,NOT SUPPORT!,25.999586,35.799271,38.167664,21.923271,7,7,1,0.1085538879989888,425.7506553441087,377.69298964567645,12457.12414063508,37.34,64.96,64.96,15.76,85.22,52.89,36142533.0
128,384,96,96,384,3,3,1,1,0,0,236.637634,224.419846,193.697449,NOT SUPPORT!,128.191040,65.176918,92.445465,49.440998,7,7,1,0.2492707200025706,432.7234057574282,378.0814474440805,12469.936311236012,37.42,64.89,64.89,15.82,85.34,52.96,82663009.0
128,384,97,97,384,3,3,1,1,0,0,241.705978,229.268494,198.035339,NOT SUPPORT!,128.249298,65.792686,93.162506,49.570129,7,7,1,0.2545264640024725,432.7244240907704,378.1944874662028,12473.664613394225,37.42,64.88,64.88,15.86,85.32,52.95,83975655.0
128,384,128,128,384,3,3,1,1,0,0,424.503784,401.889954,348.003418,NOT SUPPORT!,129.379898,102.522766,163.786743,87.665665,7,7,1,0.4462598400022209,436.5294992937805,379.4496990434032,12515.064180949388,37.45,64.92,64.92,15.86,85.53,53.09,150933091.0
128,512,24,24,512,3,3,1,1,0,0,17.583559,17.050621,17.606201,NOT SUPPORT!,9.350031,7.354140,9.763043,5.318656,7,7,1,0.0247133440041609,390.3371629471574,370.92971046154656,12247.258350996144,36.59,64.44,64.44,14.89,83.9,52.07,7294151.0
128,512,32,32,512,3,3,1,1,0,0,32.994076,31.641602,32.534191,NOT SUPPORT!,9.443329,7.446983,16.088633,9.333987,5,7,1,0.0456432320033874,412.60122404405223,373.45982858389476,12330.797117045318,37.0,64.86,64.86,14.98,84.45,52.43,13928472.0
128,512,48,48,512,3,3,1,1,0,0,77.901031,73.294624,75.994675,NOT SUPPORT!,43.785217,27.622513,39.982079,21.010887,7,7,1,0.1064135360037535,438.76131027642543,376.61408848011945,12434.94362989052,37.28,65.04,65.04,15.29,85.1,52.84,33477241.0
128,512,64,64,512,3,3,1,1,0,0,139.529327,132.264389,147.504700,NOT SUPPORT!,44.346252,60.676556,67.587982,37.392384,7,7,1,0.1924175679978794,447.115306041988,378.3697701490665,12492.912259459035,37.38,65.08,65.08,15.45,85.42,53.05,63158170.0
128,512,96,96,512,3,3,1,1,0,0,317.026642,302.748596,326.018494,NOT SUPPORT!,NOT SUPPORT!,109.727509,146.150513,83.904060,7,7,1,0.4419682240000261,457.7121258216196,378.6539001138464,12502.29358693369,37.44,64.98,64.98,15.53,85.5,53.1,144721212.0
128,512,97,97,512,3,3,1,1,0,0,323.770355,309.843964,333.084869,NOT SUPPORT!,NOT SUPPORT!,110.572777,146.591064,84.262466,7,7,1,0.4513662720032336,458.5555026523622,378.7005015713169,12503.832261440142,37.44,64.98,64.98,15.57,85.51,53.1,147035649.0
128,512,128,128,512,3,3,1,1,0,0,568.548523,542.076721,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,171.994797,259.895081,NOT SUPPORT!,5,6,1,0.7916429120027867,464.38882219751827,379.83023828670565,12541.133607306336,37.46,65.02,65.02,15.57,85.71,53.24,264499570.0
128,640,15,15,640,3,3,1,1,0,0,12.169331,9.562454,9.736420,NOT SUPPORT!,4.197603,11.513287,6.381113,3.601294,7,7,1,0.0139419519980799,334.9688786687429,358.47615030436987,11843.739208307501,35.44,62.33,62.33,14.43,81.06,50.25,3755790.0
128,640,24,24,640,3,3,1,1,0,0,32.629990,26.510447,27.027340,NOT SUPPORT!,14.578461,11.601579,15.029931,8.094721,7,7,1,0.038549632003915,382.98490626083594,371.2977098859561,12267.352349095661,36.77,64.44,64.44,14.83,83.92,52.06,11345965.0
128,640,32,32,640,3,3,1,1,0,0,63.012634,57.498394,50.227993,NOT SUPPORT!,14.718635,11.716267,25.049770,14.189455,5,7,1,0.0717515839999254,399.0822418491513,370.9438386757799,12255.66075309103,37.1,64.45,64.45,14.82,83.94,52.08,21344124.0
128,640,48,48,640,3,3,1,1,0,0,142.125854,135.423203,116.868896,NOT SUPPORT!,67.837044,42.643345,61.673931,32.027878,7,7,1,0.1662258880021782,411.52715392519474,376.4559339829185,12437.775572315837,37.32,64.8,64.8,15.23,84.82,52.63,50917153.0
128,640,64,64,640,3,3,1,1,0,0,257.154724,245.196106,226.220932,NOT SUPPORT!,68.544167,93.538757,104.878868,56.864765,7,7,1,0.3013717759979457,432.4960521698444,377.2054397050602,12462.538587374558,37.4,64.9,64.9,15.34,85.23,52.9,95269849.0
128,640,96,96,640,3,3,1,1,0,0,590.002747,562.380127,594.055969,NOT SUPPORT!,NOT SUPPORT!,167.832001,228.532898,127.756065,7,7,1,0.6948028160008641,433.94132541637083,376.0895642652015,12425.671036527956,37.45,64.52,64.52,15.39,84.94,52.71,216613040.0
128,640,97,97,640,3,3,1,1,0,0,602.887451,575.301086,607.294373,NOT SUPPORT!,NOT SUPPORT!,168.816635,229.168350,127.847641,7,7,1,0.7099219519991514,431.9830444062492,375.9531695680246,12421.164674747992,37.45,64.51,64.51,15.44,84.93,52.7,219720383.0
128,640,128,128,640,3,3,1,1,0,0,1059.703003,1010.587219,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,262.748047,406.336304,NOT SUPPORT!,5,6,1,1.246502111997953,433.0025867629116,376.6562836924989,12444.394951899989,37.47,64.51,64.51,15.43,85.08,52.8,393672716.0
128,768,15,15,768,3,3,1,1,0,0,14.623744,13.540351,13.677568,NOT SUPPORT!,5.834297,15.940040,9.040896,5.023972,7,7,1,0.0198365120006605,334.15030041338883,362.6439873986149,11986.619118123328,35.78,63.05,63.05,14.57,82.01,50.87,5240341.0
128,768,16,16,768,3,3,1,1,0,0,21.702427,19.255865,19.581383,NOT SUPPORT!,6.034887,15.915917,9.040668,5.041720,7,7,1,0.0228931839971243,348.43847073497676,364.42566805246395,12045.509732968521,36.01,63.31,63.31,14.5,82.48,51.16,6119646.0
128,768,24,24,768,3,3,1,1,0,0,39.291222,38.059692,38.467243,NOT SUPPORT!,20.513222,16.098305,21.708914,11.401102,7,7,1,0.0556675519994844,379.32520667742136,370.0857168677153,12232.593627079328,36.89,64.31,64.31,14.76,83.77,51.98,15409963.0
128,768,32,32,768,3,3,1,1,0,0,74.622971,69.209435,71.105415,NOT SUPPORT!,20.715406,16.211740,36.329926,20.027277,5,7,1,0.1029864319973757,385.2631728987393,371.9817072697129,12295.26256849316,37.16,64.62,64.62,14.89,84.19,52.24,28827894.0
128,768,48,48,768,3,3,1,1,0,0,170.712631,162.941391,167.052750,NOT SUPPORT!,95.072937,59.390862,88.861588,45.069424,7,7,1,0.2415799679977544,415.98502154617546,372.8325575108828,12323.386067356681,37.35,64.37,64.37,15.08,84.29,52.31,68715412.0
128,768,64,64,768,3,3,1,1,0,0,309.496826,295.304321,323.529266,NOT SUPPORT!,95.930023,130.951523,151.453247,80.029587,7,7,1,0.4362887359959197,422.5213923791443,375.0321195767251,12396.089086367288,37.42,64.48,64.48,15.23,84.71,52.58,127709042.0
128,768,96,96,768,3,3,1,1,0,0,710.073853,677.391602,715.632141,NOT SUPPORT!,NOT SUPPORT!,234.953156,329.483154,180.226944,7,7,1,1.0038343040035087,426.19528180949743,374.6733129680786,12384.229305688828,37.46,64.27,64.27,15.34,84.65,52.54,291212679.0
128,768,97,97,768,3,3,1,1,0,0,725.626526,693.023682,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,236.009705,330.006042,180.409912,7,7,1,1.0258411200052011,424.63729648774387,374.4779004355492,12377.770255822483,37.46,64.24,64.24,15.39,84.6,52.51,296139762.0
128,768,128,128,768,3,3,1,1,0,0,1275.335083,1217.050171,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,367.726349,586.357727,NOT SUPPORT!,5,6,1,1.8047458239909373,421.8839304902784,374.4416330813981,12376.57149622426,37.47,64.11,64.11,15.36,84.6,52.51,522435074.0
128,896,15,15,896,3,3,1,1,0,0,22.040123,18.203648,18.298424,NOT SUPPORT!,8.042042,21.543478,12.366735,6.873087,7,7,1,0.0266180160029621,338.5971373166629,367.72264916028183,12158.239679921528,36.01,63.98,63.98,14.71,83.23,51.62,7461402.0
128,896,16,16,896,3,3,1,1,0,0,25.403622,21.458830,21.562481,NOT SUPPORT!,8.084479,21.479082,12.367530,6.964565,7,7,1,0.0313240320006558,347.2955898535494,362.39965020347114,11982.242097828976,36.21,62.9,62.9,14.37,81.94,50.83,8705678.0
128,896,24,24,896,3,3,1,1,0,0,60.742878,51.695953,51.865597,NOT SUPPORT!,27.869411,21.708687,29.507586,15.280354,7,7,1,0.0752875519972001,385.0046181782761,372.3330114524443,12310.674918510682,36.97,64.68,64.68,14.78,84.26,52.28,22120944.0
128,896,32,32,896,3,3,1,1,0,0,112.834564,107.419647,96.052109,NOT SUPPORT!,28.132124,21.890049,52.638496,26.980009,5,7,1,0.1396966400002508,400.9585200935745,373.1349300878419,12337.189246619717,37.21,64.85,64.85,14.84,84.49,52.43,41067904.0
128,896,48,48,896,3,3,1,1,0,0,263.958618,251.508377,239.970184,NOT SUPPORT!,128.229156,79.918190,112.155083,60.448425,7,7,1,0.3273612800009252,411.14705620307257,374.36713052824587,12377.930246181066,37.37,64.66,64.66,15.13,84.68,52.55,97918487.0
128,896,64,64,896,3,3,1,1,0,0,479.043793,456.227051,435.718353,NOT SUPPORT!,129.178406,175.968124,199.276215,107.592484,7,7,1,0.5913833920033851,423.523309938867,376.46413878109996,12447.26491731757,37.43,64.73,64.73,15.26,85.04,52.78,180385143.0
128,896,96,96,896,3,3,1,1,0,0,1100.547363,1048.379761,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,314.671875,449.695160,NOT SUPPORT!,5,6,1,1.361513344006299,427.5354585972266,375.87475884307776,12427.77788662916,37.46,64.49,64.49,15.36,84.94,52.72,414278806.0
128,896,97,97,896,3,3,1,1,0,0,1124.067139,1071.353271,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,316.152710,451.957642,NOT SUPPORT!,5,6,1,1.3905730240072058,426.7496487025677,375.8917273497256,12428.338926780765,37.47,64.5,64.5,15.41,84.95,52.72,422127923.0
128,896,128,128,896,3,3,1,1,0,0,1976.551636,1882.787964,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,492.381683,801.447693,NOT SUPPORT!,5,6,1,2.4466223680103067,425.15304493254894,375.82313047672034,12426.07086625962,37.48,64.36,64.36,15.38,84.93,52.71,743724642.0
128,1024,15,15,1024,3,3,1,1,0,0,25.238413,24.502045,24.495104,NOT SUPPORT!,10.265372,27.963846,16.121857,8.907207,7,7,1,0.0359279040025352,340.90961612989076,355.74643973381006,11764.987922539913,36.18,61.88,61.88,14.21,80.5,49.96,9189438.0
128,1024,16,16,1024,3,3,1,1,0,0,29.092180,28.235319,28.240894,NOT SUPPORT!,10.353209,27.895695,16.166117,8.911644,7,7,1,0.041378912001667,349.688698566817,358.23065196597804,11847.143985522162,36.36,62.22,62.22,14.19,81.07,50.32,10654640.0
128,1024,24,24,1024,3,3,1,1,0,0,69.542793,67.462715,67.443489,NOT SUPPORT!,36.210346,28.106411,38.400345,19.738169,7,7,1,0.0987568960004257,385.6998756694401,370.64971438391717,12257.85819945963,37.04,64.39,64.39,14.73,83.9,52.09,26911914.0
128,1024,32,32,1024,3,3,1,1,0,0,129.982819,123.132133,125.049629,NOT SUPPORT!,36.460884,28.317924,68.580353,34.824192,5,7,1,0.1833142720012897,403.9586188165417,371.3060028382358,12279.56249464397,37.25,64.45,64.45,14.76,84.0,52.15,49766438.0
128,1024,48,48,1024,3,3,1,1,0,0,302.456024,288.174988,312.838257,NOT SUPPORT!,NOT SUPPORT!,103.236275,146.671051,78.092857,7,7,1,0.4283759680042114,418.8379336696448,373.5737087436864,12354.558417609387,37.39,64.5,64.5,15.08,84.48,52.46,118837883.0
128,1024,64,64,1024,3,3,1,1,0,0,548.811951,522.832642,568.258484,NOT SUPPORT!,NOT SUPPORT!,227.154373,260.853302,139.050430,7,7,1,0.7750352960040304,428.9831770828342,375.1004949515075,12405.051182368348,37.44,64.5,64.5,15.2,84.77,52.65,220081729.0
128,1024,96,96,1024,3,3,1,1,0,0,1260.799316,1201.294678,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,405.764038,588.812805,NOT SUPPORT!,5,6,1,1.7849096000101408,432.01815113765065,374.3908457774015,12381.582180208141,37.47,64.23,64.23,15.3,84.62,52.55,505250644.0
128,1024,97,97,1024,3,3,1,1,0,0,1287.710815,1227.725342,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,407.566895,588.612427,NOT SUPPORT!,5,6,1,1.823377759997856,431.660764128165,374.3314328901339,12379.61732034427,37.47,64.22,64.22,15.34,84.6,52.53,514713273.0
128,2048,15,15,2048,3,3,1,1,0,0,101.689468,95.416779,93.715332,NOT SUPPORT!,40.253441,109.186844,65.623611,34.186924,7,7,1,0.1397240640004894,358.23058697022043,365.5819330292389,12100.072355597089,36.84,63.65,63.65,14.47,82.82,51.42,36985732.0
128,2048,16,16,2048,3,3,1,1,0,0,116.434258,110.341461,108.322021,NOT SUPPORT!,40.421375,109.015045,66.093048,34.211613,7,7,1,0.1613478720005902,367.5614089395225,367.16566222691364,12152.490804519739,36.93,63.8,63.8,14.41,83.16,51.63,42670171.0
128,2048,24,24,2048,3,3,1,1,0,0,277.013184,268.811859,263.748840,NOT SUPPORT!,NOT SUPPORT!,109.408379,155.365494,75.812523,7,7,1,0.3923978879943506,405.19658135624945,372.81032330659775,12339.318438262617,37.27,64.73,64.73,14.66,84.37,52.39,106521241.0
128,2048,32,32,2048,3,3,1,1,0,0,515.123108,489.783417,488.551544,NOT SUPPORT!,NOT SUPPORT!,109.743111,277.729614,134.194748,5,7,1,0.726796320001684,423.3543616909611,374.28206680981776,12388.030371946761,37.37,64.92,64.92,14.75,84.64,52.56,197714203.0
128,2048,48,48,2048,3,3,1,1,0,0,1206.616211,1147.068481,1226.506958,NOT SUPPORT!,NOT SUPPORT!,398.248718,601.260254,301.072144,7,7,1,1.7037868479910006,440.8509798781548,375.3787044818051,12424.327010210502,37.44,64.79,64.79,15.02,84.9,52.73,471431093.0
128,2048,64,64,2048,3,3,1,1,0,0,2190.061523,2081.754883,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,877.490356,1060.590088,NOT SUPPORT!,5,6,1,3.087889568014907,450.7363716824878,376.26242306162396,12453.576428170489,37.47,64.74,64.74,15.14,85.12,52.87,869259215.0
128,4096,7,7,4096,3,3,1,1,0,0,62.885201,56.365059,55.060478,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,129.670715,35.388870,7,7,1,0.0844971200016814,405.61305479185734,357.5517840063521,11839.094122735707,35.3,63.15,63.15,14.55,81.11,50.34,20574278.0
128,4096,8,8,4096,3,3,1,1,0,0,114.460899,82.378067,100.938629,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,130.984055,35.429714,7,7,1,0.122901439998955,387.4030301493781,353.98623677940566,11721.03332397284,35.96,61.58,61.58,14.12,80.25,49.81,30002397.0
128,4096,15,15,4096,3,3,1,1,0,0,392.027130,376.821320,366.421539,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,268.534668,133.420242,7,7,1,0.550165279999817,368.74528851910725,371.2225696250187,12291.755037632054,37.17,64.51,64.51,14.57,83.96,52.14,146572739.0
128,4096,16,16,4096,3,3,1,1,0,0,453.422424,436.384644,424.300171,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,270.921814,133.485458,7,7,1,0.6368627200013516,379.10798135578875,371.92133438034705,12314.892222448434,37.21,64.56,64.56,14.49,84.15,52.26,169436385.0
128,4096,24,24,4096,3,3,1,1,0,0,1105.855713,1070.057129,1113.730103,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,632.135559,297.266418,7,7,1,1.5588341120019118,417.4729386789687,375.22028422180347,12424.125568291549,37.38,65.11,65.11,14.67,84.88,52.72,423623376.0
128,4096,32,32,4096,3,3,1,1,0,0,2050.069824,1955.800537,2069.594238,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,1123.121216,526.656067,7,7,1,2.9012552959994062,436.7773522155614,374.8844362299865,12413.005120390264,37.44,65.04,65.04,14.7,84.8,52.68,786712855.0
128,4096,48,48,4096,3,3,1,1,0,0,4814.429199,4593.667969,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,2450.559082,NOT SUPPORT!,6,6,1,6.805190079970736,453.9443620945903,375.7649346145812,12442.159787536179,37.47,64.87,64.87,14.98,85.01,52.81,1874254002.0
